ax,ay,az,gx,gy,gz
3.278,-0.68,-9.41,-0.594,0.003,-0.278
3.261,-0.442,-9.449,-0.649,0.0,-0.309
3.298,-0.137,-9.414,-0.739,0.031,-0.365
3.321,0.17,-9.377,-0.878,0.031,-0.433
3.263,0.549,-9.4,-1.057,-0.034,-0.514
3.225,0.879,-9.449,-1.241,-0.076,-0.61
3.188,1.521,-9.278,-1.392,-0.092,-0.725
2.97,2.149,-9.215,-1.539,-0.125,-0.832
2.927,2.787,-8.986,-1.598,-0.077,-0.914
2.804,3.508,-8.665,-1.588,0.043,-0.959
2.621,4.342,-8.279,-1.573,0.055,-0.965
2.424,4.95,-8.039,-1.551,0.068,-0.906
2.317,5.49,-7.559,-1.501,0.033,-0.808
2.096,6.106,-7.218,-1.457,-0.058,-0.707
2.15,6.633,-6.85,-1.383,-0.096,-0.648
1.752,7.06,-6.418,-1.276,-0.128,-0.643
1.725,7.535,-6.093,-1.147,-0.105,-0.697
1.58,8.103,-5.335,-0.979,-0.045,-0.789
1.513,8.864,-4.936,-0.824,0.258,-0.884
1.785,9.362,-4.664,-0.653,0.85,-0.853
2.581,9.532,-4.707,-0.409,1.64,-0.661
2.841,9.096,-4.754,-0.202,2.117,-0.411
3.113,8.565,-5.502,-0.057,2.545,-0.125
3.33,7.668,-5.335,-0.11,2.75,0.135
3.984,7.339,-5.341,-0.339,2.24,0.279
3.558,7.383,-5.409,-0.669,1.175,0.206
3.41,7.674,-5.236,-0.884,0.569,0.066
3.486,8.064,-4.968,-0.945,0.284,-0.117
3.539,8.445,-4.768,-0.793,0.41,-0.32
3.471,8.404,-4.036,-0.486,0.915,-0.487
4.241,8.738,-2.877,-0.157,1.6,-0.588
5.144,8.902,-1.528,-0.055,1.589,-0.594
5.686,8.757,-0.62,-0.22,1.002,-0.462
6.02,8.858,-0.528,-0.409,0.042,-0.189
5.562,8.943,-0.62,-0.658,-0.815,0.134
5.289,8.647,-0.98,-0.957,-1.345,0.503
4.965,8.84,-1.814,-1.165,-1.402,0.792
5.698,9.336,-2.552,-1.258,-1.788,0.921
4.669,9.903,-3.455,-1.356,-3.171,0.976
3.237,10.082,-3.602,-1.157,-3.744,1.051
1.989,10.066,-3.881,-0.865,-3.385,0.936
1.44,9.595,-3.722,-0.47,-2.411,0.774
0.619,9.036,-3.139,-0.112,-1.121,0.621
1.684,8.207,-2.352,0.156,0.792,0.443
3.018,7.805,-2.677,0.089,1.604,0.144
4.189,7.637,-2.58,-0.034,1.446,-0.096
4.472,7.936,-2.679,-0.199,0.782,-0.358
4.281,8.223,-2.849,-0.254,0.516,-0.583
4.174,8.795,-2.823,-0.177,0.676,-0.769
4.288,9.314,-2.464,-0.002,1.134,-0.865
4.535,9.622,-2.031,0.178,1.538,-0.779
5.025,9.511,-1.402,0.236,1.594,-0.549
5.306,9.561,-0.961,0.152,1.309,-0.334
5.672,9.276,-0.565,0.011,0.858,-0.187
5.479,9.022,-0.585,-0.142,0.468,-0.194
5.058,8.994,-0.844,-0.205,0.495,-0.359
4.835,9.254,-1.233,-0.129,0.948,-0.606
4.966,9.328,-1.367,0.037,1.538,-0.8
5.041,9.436,-1.426,0.207,1.961,-0.912
5.475,9.479,-1.183,0.327,1.993,-0.874
5.814,9.499,-0.999,0.365,1.574,-0.725
5.68,9.563,-1.0,0.391,1.081,-0.555
5.433,9.477,-0.989,0.453,0.817,-0.406
5.041,9.536,-0.914,0.52,0.837,-0.325
4.222,9.547,-0.767,0.581,1.301,-0.392
4.338,9.435,-0.726,0.556,1.713,-0.448
4.313,9.377,-0.817,0.381,1.821,-0.401
3.948,9.621,-1.073,0.142,1.85,-0.32
4.064,9.371,-1.444,-0.102,1.668,-0.236
4.599,9.183,-1.869,-0.326,1.114,-0.067
4.505,9.099,-2.227,-0.454,0.642,0.088
4.698,8.751,-2.754,-0.479,0.21,0.136
4.868,8.367,-3.397,-0.385,0.041,0.151
4.799,8.408,-3.57,-0.212,0.05,0.13
4.782,8.565,-3.448,0.006,0.221,0.067
4.635,8.662,-3.216,0.223,0.442,-0.044
4.431,8.893,-2.736,0.456,0.887,-0.142
4.573,8.968,-2.004,0.607,1.1,-0.236
4.618,9.067,-1.579,0.669,1.298,-0.286
4.888,9.081,-1.35,0.653,1.443,-0.323
4.289,9.659,-0.62,0.369,-0.134,-0.348
3.742,9.065,0.21,0.105,-1.184,-0.082
3.709,8.909,-0.212,-0.134,-1.444,0.026
3.439,8.846,-0.518,-0.379,-1.221,0.113
3.218,9.006,-1.007,-0.639,-0.847,0.145
4.253,8.509,-2.467,-0.616,1.002,0.213
5.289,9.026,-3.618,-0.56,1.987,0.025
5.713,9.087,-3.267,-0.501,1.921,-0.039
5.984,9.058,-3.185,-0.393,1.308,-0.122
6.142,9.005,-3.085,-0.184,0.723,-0.127
5.939,8.921,-2.399,0.014,0.411,-0.16
5.594,8.898,-1.885,0.115,0.387,-0.219
5.519,8.936,-1.654,0.132,0.44,-0.271
5.733,8.927,-1.368,0.096,0.371,-0.313
5.828,8.719,-1.041,-0.01,0.076,-0.378
5.863,8.69,-0.915,-0.155,-0.33,-0.465
5.968,8.774,-1.009,-0.244,-0.722,-0.547
5.888,8.964,-1.1,-0.26,-0.986,-0.583
5.768,9.15,-1.177,-0.229,-0.999,-0.533
5.674,9.076,-1.214,-0.198,-0.853,-0.357
5.665,8.774,-1.224,-0.204,-0.76,-0.06
5.631,8.835,-1.176,-0.245,-0.803,0.289
5.537,9.297,-1.224,-0.285,-0.902,0.631
5.876,9.52,-1.209,-0.314,-1.429,0.96
4.813,10.046,-1.443,-0.331,-2.299,1.172
3.62,10.507,-1.946,-0.277,-2.595,1.323
2.692,10.361,-2.379,-0.206,-2.482,1.381
2.078,9.455,-2.536,-0.229,-2.219,1.289
1.19,8.695,-2.792,-0.322,-1.481,1.04
1.916,7.981,-2.827,-0.44,-0.41,0.737
2.916,7.666,-2.698,-0.575,0.331,0.367
4.031,7.669,-2.662,-0.671,0.807,0.018
4.774,7.795,-2.558,-0.717,0.96,-0.246
5.687,8.12,-2.421,-0.697,0.899,-0.375
6.087,8.328,-2.152,-0.684,0.355,-0.455
5.924,8.437,-1.922,-0.669,-0.272,-0.495
5.399,8.52,-1.767,-0.674,-0.622,-0.518
5.297,8.851,-1.77,-0.643,-0.568,-0.484
5.129,9.415,-1.873,-0.617,-0.545,-0.487
5.143,9.643,-1.998,-0.497,-0.14,-0.406
5.321,9.831,-1.952,-0.411,0.085,-0.276
5.464,10.05,-1.943,-0.358,-0.076,-0.104
5.077,10.016,-1.975,-0.299,-0.602,0.096
4.389,9.72,-1.924,-0.184,-0.8,0.333
4.087,9.855,-1.936,-0.06,-0.754,0.483
3.954,9.94,-1.86,0.132,-0.507,0.533
3.875,9.803,-1.629,0.34,-0.125,0.525
4.061,9.726,-1.462,0.516,0.465,0.497
4.306,9.438,-1.264,0.611,0.834,0.462
4.297,8.987,-1.076,0.633,1.008,0.434
4.321,8.495,-1.014,0.601,1.105,0.341
