ax,ay,az,gx,gy,gz
-2.246,-2.271,-8.579,-0.124,-0.339,-0.118
-2.085,-2.318,-8.559,-0.165,-0.115,-0.058
-2.054,-2.134,-8.393,-0.173,-0.122,-0.031
-2.167,-1.992,-8.123,-0.21,-0.11,0.007
-2.454,-1.508,-8.352,-0.225,0.087,0.056
-2.077,-0.718,-8.446,-0.192,0.254,0.068
-2.054,-0.215,-8.663,-0.007,0.042,-0.088
-2.062,0.068,-9.316,0.257,0.207,-0.202
-1.477,0.081,-9.767,0.636,0.306,-0.333
-0.851,-0.372,-9.759,1.034,0.15,-0.48
-0.786,-1.479,-9.721,1.372,0.105,-0.596
-0.528,-2.522,-9.207,1.543,0.13,-0.614
-0.544,-3.727,-8.336,1.599,-0.112,-0.63
-1.062,-4.792,-7.751,1.545,-0.154,-0.605
-1.564,-5.779,-7.285,1.412,-0.067,-0.528
-1.848,-6.774,-7.201,1.237,-0.143,-0.405
-2.418,-8.03,-7.367,1.015,-0.136,-0.307
-2.527,-9.08,-7.49,0.752,0.104,-0.191
-2.311,-9.849,-7.16,0.497,0.247,-0.097
-1.936,-10.146,-6.769,0.273,0.365,0.014
-1.549,-10.078,-6.42,0.138,0.509,0.101
-0.955,-9.488,-5.808,0.086,0.623,0.172
-0.529,-8.477,-5.238,0.086,0.594,0.228
-0.128,-7.453,-4.856,0.093,0.57,0.212
0.313,-6.536,-4.314,0.119,0.588,0.13
0.54,-5.751,-3.698,0.138,0.56,0.048
0.536,-5.2,-3.337,0.174,0.485,0.013
0.624,-5.275,-3.262,0.194,0.496,-0.03
0.893,-5.79,-3.489,0.189,0.484,-0.016
1.312,-6.546,-3.908,0.144,0.448,0.0
1.922,-7.098,-4.376,0.091,0.406,0.002
2.603,-7.353,-4.648,0.041,0.341,-0.019
2.991,-7.205,-4.793,0.035,0.163,-0.009
3.171,-6.862,-4.846,0.062,0.025,0.004
3.21,-6.525,-4.89,0.1,-0.145,0.063
2.95,-6.541,-5.07,0.1,-0.345,0.133
2.534,-7.217,-5.421,0.041,-0.473,0.141
1.82,-8.599,-5.98,-0.126,-0.642,0.148
0.55,-9.964,-6.472,-0.352,-0.759,0.091
-0.751,-10.756,-6.323,-0.598,-0.709,-0.021
-1.746,-11.0,-5.907,-0.78,-0.655,-0.137
-2.539,-10.552,-5.145,-0.845,-0.56,-0.23
-2.651,-9.353,-4.029,-0.752,-0.371,-0.397
-2.328,-7.91,-2.81,-0.512,-0.348,-0.481
-2.265,-7.276,-2.682,-0.2,-0.565,-0.535
-2.116,-7.175,-3.001,0.06,-0.557,-0.632
-1.543,-7.871,-3.933,0.224,-0.615,-0.706
-0.956,-8.659,-4.818,0.27,-0.707,-0.708
-0.321,-9.365,-5.561,0.193,-0.711,-0.759
0.444,-9.51,-5.47,0.084,-0.591,-0.808
0.943,-9.154,-4.851,0.02,-0.619,-0.819
1.111,-8.355,-3.976,-0.007,-0.572,-0.822
1.413,-8.075,-3.426,0.02,-0.499,-0.863
1.834,-8.212,-3.366,0.073,-0.471,-0.873
2.174,-8.685,-3.974,0.086,-0.511,-0.84
2.152,-9.46,-5.157,0.053,-0.509,-0.804
1.978,-10.252,-5.889,-0.003,-0.41,-0.736
1.052,-9.972,-6.424,-0.067,-0.539,-0.583
-0.029,-9.469,-6.603,-0.121,-0.485,-0.459
-0.152,-9.094,-6.209,-0.177,-0.174,-0.334
0.486,-8.635,-5.134,-0.21,-0.073,-0.249
1.021,-7.9,-4.368,-0.224,-0.214,-0.277
1.997,-7.785,-3.372,-0.2,-0.081,-0.457
2.927,-8.267,-2.543,-0.121,-0.286,-0.716
2.602,-8.993,-2.334,0.046,-0.829,-1.124
1.885,-10.098,-2.751,0.203,-1.173,-1.493
1.43,-11.393,-3.402,0.296,-1.408,-1.814
1.15,-12.245,-4.337,0.381,-1.593,-2.009
0.643,-12.369,-4.877,0.446,-1.59,-2.078
0.281,-11.42,-4.815,0.498,-1.313,-1.961
-0.009,-9.397,-4.304,0.579,-0.935,-1.913
0.341,-7.741,-3.561,0.773,-0.321,-1.863
1.464,-7.162,-3.116,0.977,0.237,-1.702
3.199,-6.416,-3.103,1.001,0.537,-1.509
4.994,-6.6,-3.026,0.95,0.616,-1.376
6.853,-7.848,-3.224,0.827,0.582,-1.186
7.838,-8.742,-3.072,0.611,0.245,-1.104
7.264,-8.614,-2.515,0.368,-0.288,-1.175
6.069,-8.263,-2.074,0.29,-0.432,-1.063
5.613,-7.941,-2.084,0.29,-0.239,-0.989
5.629,-7.378,-1.318,0.332,0.024,-0.898
6.214,-6.263,-1.121,0.393,0.157,-0.713
7.438,-5.569,-1.113,0.494,0.502,-0.46
9.115,-5.862,-0.835,0.545,0.556,-0.455
9.855,-5.807,-0.591,0.449,0.258,-0.475
9.78,-5.548,-0.733,0.325,-0.095,-0.475
9.213,-5.713,-0.637,0.184,-0.222,-0.381
8.522,-6.067,-0.643,0.027,-0.36,-0.264
7.746,-6.297,-0.52,-0.055,-0.224,-0.059
7.952,-6.578,-0.391,0.042,0.081,0.154
8.67,-7.043,-0.018,0.136,0.224,0.195
9.353,-7.094,0.179,0.232,0.179,0.194
9.796,-7.084,0.195,0.238,0.091,0.042
10.164,-6.662,0.187,0.184,0.044,-0.145
10.141,-6.552,0.207,0.044,-0.187,-0.346
9.783,-6.117,-0.157,-0.069,-0.29,-0.409
9.563,-6.087,-0.587,-0.146,-0.209,-0.494
9.602,-5.719,-0.682,-0.157,-0.1,-0.468
9.636,-5.551,-0.677,-0.166,-0.205,-0.475
9.145,-4.782,-0.589,-0.23,-0.352,-0.363
8.366,-4.298,-1.129,-0.284,-0.406,-0.031
8.179,-4.761,-1.317,-0.248,-0.037,0.328
8.583,-5.556,-1.276,-0.235,0.06,0.523
8.586,-5.76,-1.224,-0.192,-0.005,0.595
9.064,-5.795,-0.962,-0.032,0.183,0.571
10.227,-5.749,-0.336,0.109,0.275,0.293
10.97,-5.264,-0.082,0.155,-0.154,0.037
11.269,-4.884,-0.082,0.218,-0.434,-0.09
11.646,-4.759,0.042,0.338,-0.735,0.002
11.351,-4.819,0.285,0.422,-1.542,0.246
9.828,-4.959,0.09,0.587,-2.296,0.614
7.674,-4.562,0.249,0.788,-2.6,1.169
5.127,-4.295,0.491,0.903,-2.806,1.802
2.332,-4.96,-0.096,0.786,-2.833,2.125
-0.219,-6.34,-1.125,0.576,-2.234,2.386
-1.989,-7.812,-1.785,0.341,-1.58,2.454
-3.327,-9.319,-3.138,0.088,-1.19,2.223
-4.168,-10.53,-4.239,0.001,-0.659,1.789
