ax,ay,az,gx,gy,gz
-6.946,0.991,-0.511,1.372,-0.357,-0.291
-6.802,0.007,-0.405,1.367,-0.502,-0.055
-6.725,-0.858,-0.437,1.14,-0.503,0.133
-7.286,-1.333,-0.311,0.804,-0.446,0.254
-8.499,-1.08,-0.214,0.474,-0.267,0.29
-9.767,-0.835,-0.072,0.215,-0.07,0.252
-10.636,-0.203,-0.006,0.028,0.091,0.069
-10.722,0.001,-0.055,-0.113,0.246,-0.113
-10.722,0.432,0.018,-0.222,0.165,-0.208
-10.829,0.678,0.155,-0.366,0.376,-0.251
-9.646,0.973,0.165,-0.551,0.681,-0.324
-8.327,0.914,0.13,-0.673,0.68,-0.348
-7.727,1.202,0.258,-0.685,0.627,-0.319
-7.059,1.411,0.083,-0.584,0.76,-0.28
-5.768,1.306,-0.288,-0.377,0.545,-0.192
