ax,ay,az,gx,gy,gz
-1.019,8.902,-1.061,-0.158,0.613,-0.78
-1.307,9.103,-0.931,-0.142,0.669,-0.636
-1.66,9.119,-0.856,-0.142,0.699,-0.459
-1.923,9.153,-0.865,-0.16,0.754,-0.264
-1.977,8.977,-0.859,-0.178,0.781,-0.128
-1.905,8.835,-0.921,-0.175,0.732,-0.085
-1.841,8.592,-0.97,-0.148,0.643,-0.124
-1.77,8.495,-1.018,-0.101,0.544,-0.215
-1.765,8.555,-1.07,-0.054,0.448,-0.336
-1.846,8.678,-1.127,-0.032,0.395,-0.497
-2.042,8.737,-1.237,-0.053,0.414,-0.662
-2.305,8.834,-1.347,-0.094,0.544,-0.787
-2.48,8.954,-1.549,-0.132,0.706,-0.868
-2.669,8.754,-1.756,-0.157,0.782,-0.944
-2.929,8.521,-2.063,-0.149,0.823,-1.002
