ax,ay,az,gx,gy,gz
-2.559,7.642,-1.586,-1.034,1.666,0.157
-2.543,8.224,-1.78,-0.778,1.323,0.291
-2.696,8.646,-1.874,-0.512,0.917,0.236
-2.724,9.108,-1.758,-0.313,0.581,0.115
-2.963,9.155,-1.558,-0.184,0.363,-0.032
-3.084,9.147,-1.24,-0.144,0.362,-0.169
-3.122,9.228,-0.925,-0.127,0.484,-0.252
-2.83,8.943,-0.619,-0.127,0.566,-0.29
-2.713,8.32,-0.502,-0.144,0.56,-0.351
-2.605,8.25,-0.48,-0.173,0.547,-0.378
-2.954,8.106,-0.825,-0.113,0.585,-0.355
-2.887,6.919,-1.181,0.027,0.74,-0.539
-2.689,5.907,-1.687,0.153,0.856,-0.836
-2.814,6.047,-2.064,0.295,1.019,-1.008
-3.186,6.789,-2.928,0.604,1.262,-1.002
