ax,ay,az,gx,gy,gz
3.993,8.908,-1.509,0.746,1.551,-1.111
4.412,9.109,-1.202,0.881,2.089,-1.499
4.965,9.724,-1.025,0.933,2.344,-1.597
5.345,9.782,-0.963,0.895,2.257,-1.432
5.445,9.449,-1.207,0.785,2.052,-0.989
5.713,9.518,-1.755,0.658,1.85,-0.473
6.214,9.406,-2.461,0.611,1.69,0.026
6.832,8.627,-3.113,0.643,1.688,0.534
7.916,7.957,-3.594,0.713,1.677,1.087
9.356,7.646,-3.732,0.756,1.543,1.6
10.762,7.128,-3.804,0.8,1.191,2.115
11.33,6.46,-3.609,0.79,0.774,2.662
11.612,5.768,-3.414,0.743,0.438,3.118
11.368,4.777,-3.179,0.655,0.286,3.406
11.05,3.17,-2.883,0.541,0.22,3.59
