ax,ay,az,gx,gy,gz
6.015,12.047,0.681,1.664,3.244,-1.902
5.729,11.612,0.969,1.508,3.074,-1.054
5.422,9.802,0.894,1.274,2.868,-0.2
5.281,9.26,0.497,1.018,2.405,0.344
5.039,8.699,0.506,0.736,2.118,0.505
4.907,7.67,0.144,0.385,1.947,0.297
4.974,6.789,-0.53,0.024,1.661,-0.193
5.054,6.749,-0.979,-0.29,1.284,-0.879
4.924,7.546,-1.353,-0.498,1.188,-1.617
5.57,9.273,-2.036,-0.501,1.463,-2.226
5.765,10.247,-2.123,-0.362,1.727,-2.505
5.749,10.651,-1.969,-0.28,1.95,-2.38
5.984,11.228,-1.938,-0.167,2.253,-1.944
6.439,10.881,-1.763,-0.04,2.252,-1.324
5.875,9.628,-1.286,-0.017,1.854,-0.604
