ax,ay,az,gx,gy,gz
6.546,-9.198,-4.23,-0.226,0.085,-0.021
6.813,-8.421,-4.158,-0.229,-0.05,0.308
6.641,-7.625,-4.006,-0.242,-0.186,0.534
6.118,-7.052,-3.936,-0.254,-0.271,0.617
5.244,-6.789,-3.879,-0.288,-0.292,0.58
4.247,-6.87,-3.841,-0.313,-0.226,0.446
3.248,-7.18,-3.715,-0.305,-0.107,0.22
2.525,-7.687,-3.665,-0.264,0.044,-0.063
2.288,-8.357,-3.654,-0.213,0.214,-0.365
2.905,-8.945,-3.729,-0.146,0.373,-0.601
4.132,-9.411,-3.835,-0.127,0.322,-0.672
5.189,-9.473,-4.06,-0.155,0.175,-0.556
6.166,-9.149,-4.141,-0.186,0.086,-0.293
6.845,-8.493,-4.085,-0.222,-0.09,0.033
6.712,-7.872,-3.955,-0.244,-0.247,0.319
