ax,ay,az,gx,gy,gz
-2.52,-5.968,2.553,0.827,0.364,0.714
-0.348,-2.549,0.899,0.287,-0.471,1.668
-1.333,0.647,-0.484,-0.204,-1.021,3.003
-7.327,0.613,1.312,-0.678,-1.695,4.214
-21.911,-3.032,4.768,-1.449,-1.494,3.485
-33.459,-2.522,13.237,-2.46,0.668,1.213
-45.927,10.063,22.136,-3.824,1.632,-1.653
-43.981,21.528,27.603,-4.332,2.312,-4.658
-35.34,28.032,24.21,-3.883,2.418,-6.228
-24.288,34.08,20.159,-2.402,1.487,-5.355
-16.904,30.838,12.665,-0.665,0.214,-3.344
-5.229,15.408,3.961,1.15,-0.213,-1.153
-7.53,0.944,-0.647,2.134,-0.494,1.077
-12.711,-5.636,1.118,2.189,0.372,2.086
-11.252,-9.492,2.232,1.714,1.966,2.465
