ax,ay,az,gx,gy,gz
-7.051,2.49,4.597,0.832,-0.809,4.58
-8.063,5.403,5.337,0.812,-1.633,5.698
-11.98,6.776,6.602,0.756,-2.39,6.213
-17.226,5.018,7.799,0.259,-2.182,5.932
-23.64,3.09,8.924,-0.494,-0.858,4.41
-29.627,2.783,13.925,-1.198,0.721,1.219
-36.869,7.823,24.128,-2.42,2.693,-1.991
-37.663,19.198,31.806,-3.765,4.454,-4.768
-29.038,30.069,32.239,-4.022,4.923,-6.679
-20.02,35.259,28.59,-3.623,3.358,-6.868
-14.489,35.545,21.446,-2.787,2.015,-4.938
-6.655,27.542,10.601,-1.305,0.944,-2.88
-2.638,13.695,1.879,0.169,0.189,-0.95
-6.809,1.473,0.047,1.033,-0.022,0.536
-9.118,-5.848,1.231,1.386,0.795,1.128
