ax,ay,az,gx,gy,gz
10.379,26.093,18.675,6.826,3.246,-6.384
17.211,25.354,25.682,6.294,3.767,-5.131
25.933,21.026,32.353,4.863,2.483,-2.725
28.229,17.053,40.875,1.889,0.488,0.135
26.073,14.524,49.13,-1.604,-1.904,3.159
19.51,17.368,53.211,-5.096,-4.036,5.297
13.613,30.919,57.186,-7.183,-5.275,6.018
7.224,44.264,55.811,-8.432,-4.125,6.428
8.828,52.943,44.136,-8.567,-2.557,6.318
12.442,53.406,26.336,-6.996,-1.061,5.872
15.591,46.367,9.33,-4.566,0.2,5.061
17.87,33.111,-1.781,-1.781,0.775,3.865
19.566,19.312,-4.512,0.532,0.1,2.523
16.84,7.056,-1.755,2.225,-0.843,1.685
14.278,-0.259,3.069,2.552,-1.799,1.1
