ax,ay,az,gx,gy,gz
0.643,-14.361,-4.364,-0.261,-2.358,-0.991
-0.997,-15.834,-2.846,-0.994,-3.833,-1.596
-0.364,-15.148,-1.512,-2.333,-5.01,-2.388
0.252,-8.611,2.411,-3.993,-6.492,-2.732
-0.231,0.807,1.714,-5.067,-7.579,-2.248
-6.692,7.143,2.653,-4.176,-4.96,-2.279
-4.759,13.2,4.605,-2.43,-1.761,-0.902
-1.83,13.217,5.213,-0.683,1.731,1.142
-0.314,8.165,1.464,1.38,3.472,2.499
-0.005,0.01,1.664,3.087,5.129,2.786
6.185,-5.892,0.414,2.784,3.468,3.591
2.8,-10.916,-3.444,1.821,2.247,3.013
-0.821,-11.596,-5.989,1.458,0.845,1.694
-2.373,-12.663,-5.935,1.212,1.003,0.643
-1.338,-12.998,-5.491,0.652,0.982,-0.041
